,,,,,,pause
sw2102A-ms98-a-0005,A.7,22.311875,22.461875,new,0.15,
sw2102A-ms98-a-0005,A.7,22.461875,22.852375,cast,0.3905,
sw2102A-ms98-a-0005,A.7,22.852375,22.944125,[silence],0.09175,4
sw2102B-ms98-a-0009,B.8,22.869875,23.297875,[silence],0.428,4
sw2102A-ms98-a-0005,A.7,22.944125,23.008125,but,0.064,
sw2102A-ms98-a-0005,A.7,23.008125,23.161875,kind,0.15375,
sw2102A-ms98-a-0005,A.7,23.161875,23.231875,of,0.07,
sw2102A-ms98-a-0005,A.7,23.231875,23.341875,the,0.11,
sw2102B-ms98-a-0009,B.8,23.297875,23.7285,[noise],0.430625,
sw2102A-ms98-a-0005,A.7,23.341875,23.601875,same,0.26,
sw2102A-ms98-a-0005,A.7,23.601875,23.971875,idea,0.37,
sw2102B-ms98-a-0009,B.8,23.7285,24.21475,[silence],0.48625,4
sw2102A-ms98-a-0005,A.7,23.971875,24.261875,going,0.29,
sw2102B-ms98-a-0010,B.8,24.21475,31.597125,[silence],7.382375,4
sw2102A-ms98-a-0005,A.7,24.261875,24.471875,out,0.21,
sw2102A-ms98-a-0005,A.7,24.471875,24.561875,to,0.09,
sw2102A-ms98-a-0005,A.7,24.561875,24.731875,new,0.17,
sw2102A-ms98-a-0005,A.7,24.731875,25.301875,places,0.57,
sw2102A-ms98-a-0005,A.7,25.301875,25.6625,and,0.360625,
sw2102A-ms98-a-0005,A.7,25.6625,25.72275,[silence],0.06025,2
sw2102A-ms98-a-0005,A.7,25.72275,25.961875,and,0.239125,
sw2102A-ms98-a-0005,A.7,25.961875,26.231875,doing,0.27,
sw2102A-ms98-a-0005,A.7,26.231875,26.371875,new,0.14,
sw2102A-ms98-a-0005,A.7,26.371875,26.935375,things,0.5635,
sw2102A-ms98-a-0005,A.7,26.935375,27.118875,and,0.1835,
sw2102A-ms98-a-0005,A.7,27.118875,27.519625,[silence],0.40075,2
sw2102A-ms98-a-0006,A.7,27.519625,27.903125,[silence],0.3835,2
sw2102A-ms98-a-0006,A.7,27.903125,28.14525,finding,0.242125,
sw2102A-ms98-a-0006,A.7,28.14525,28.22075,out,0.0755,
sw2102A-ms98-a-0006,A.7,28.22075,28.459625,about,0.238875,
sw2102A-ms98-a-0006,A.7,28.459625,28.779625,different,0.32,
sw2102A-ms98-a-0006,A.7,28.779625,29.091125,people,0.3115,
sw2102A-ms98-a-0006,A.7,29.091125,29.17025,and,0.079125,
sw2102A-ms98-a-0006,A.7,29.17025,29.566125,I've,0.395875,
sw2102A-ms98-a-0006,A.7,29.566125,29.713,[silence],0.146875,2
sw2102A-ms98-a-0006,A.7,29.713,29.839625,I've,0.126625,
sw2102A-ms98-a-0006,A.7,29.839625,30.059625,always,0.22,
sw2102A-ms98-a-0006,A.7,30.059625,30.269625,liked,0.21,
sw2102A-ms98-a-0006,A.7,30.269625,30.439625,that,0.17,
sw2102A-ms98-a-0006,A.7,30.439625,30.659625,show,0.22,
sw2102A-ms98-a-0006,A.7,30.659625,30.979625,probably,0.32,
sw2102A-ms98-a-0006,A.7,30.979625,31.079625,the,0.1,
sw2102A-ms98-a-0006,A.7,31.079625,31.319625,very,0.24,
sw2102A-ms98-a-0006,A.7,31.319625,31.68625,best,0.366625,
sw2102B-ms98-a-0011,B.8,31.597125,32.097,[silence],0.499875,4
sw2102A-ms98-a-0006,A.9,31.68625,32.095875,[silence],0.409625,2
sw2102A-ms98-a-0007,A.9,32.095875,42.830625,[silence],10.73475,4
sw2102B-ms98-a-0011,B.8,32.097,32.421125,Uh-huh,0.324125,
sw2102B-ms98-a-0011,B.8,32.421125,32.792625,[silence],0.3715,2
sw2102B-ms98-a-0012,B.8,32.792625,33.289125,[silence],0.4965,1
sw2102B-ms98-a-0012,B.8,33.289125,33.3775,I,0.088375,
sw2102B-ms98-a-0012,B.8,33.3775,33.612625,think,0.235125,
sw2102B-ms98-a-0012,B.8,33.612625,33.772625,I've,0.16,
sw2102B-ms98-a-0012,B.8,33.772625,34.272625,actually,0.5,
sw2102B-ms98-a-0012,B.8,34.272625,34.612625,seen,0.34,
sw2102B-ms98-a-0012,B.8,34.612625,34.682625,a,0.07,
sw2102B-ms98-a-0012,B.8,34.682625,35.089125,number,0.4065,
sw2102B-ms98-a-0012,B.8,35.089125,35.206,of,0.116875,
sw2102B-ms98-a-0012,B.8,35.206,35.572625,STAR,0.366625,
sw2102B-ms98-a-0012,B.8,35.572625,35.992625,TREKS,0.42,
sw2102B-ms98-a-0012,B.8,35.992625,36.242625,one,0.25,
sw2102B-ms98-a-0012,B.8,36.242625,36.442625,way,0.2,
sw2102B-ms98-a-0012,B.8,36.442625,36.542625,or,0.1,
sw2102B-ms98-a-0012,B.8,36.542625,36.972625,another,0.43,
sw2102B-ms98-a-0012,B.8,36.972625,37.202625,over,0.23,
sw2102B-ms98-a-0012,B.8,37.202625,37.292625,the,0.09,
sw2102B-ms98-a-0012,B.8,37.292625,37.90975,years,0.617125,
sw2102B-ms98-a-0012,B.8,37.90975,38.373625,[silence],0.463875,2
sw2102B-ms98-a-0013,B.8,38.373625,38.54225,[silence],0.168625,2
sw2102B-ms98-a-0013,B.8,38.54225,38.703875,Uh,0.161625,
sw2102B-ms98-a-0013,B.8,38.703875,38.993625,although,0.28975,
sw2102B-ms98-a-0013,B.8,38.993625,39.053625,I,0.06,
sw2102B-ms98-a-0013,B.8,39.053625,39.303625,never,0.25,
sw2102B-ms98-a-0013,B.8,39.303625,39.673625,watched,0.37,
sw2102B-ms98-a-0013,B.8,39.673625,39.803625,it,0.13,
sw2102B-ms98-a-0013,B.8,39.803625,40.352125,regularly,0.5485,
sw2102B-ms98-a-0013,B.8,40.352125,40.65675,[silence],0.304625,2
sw2102B-ms98-a-0013,B.8,40.65675,40.920375,I'm,0.263625,
sw2102B-ms98-a-0013,B.8,40.920375,41.140625,[silence],0.22025,2
sw2102B-ms98-a-0013,B.8,41.140625,41.592625,certainly,0.452,
sw2102B-ms98-a-0013,B.8,41.592625,42.103625,acquainted,0.511,
sw2102B-ms98-a-0013,B.8,42.103625,42.213625,with,0.11,
sw2102B-ms98-a-0013,B.8,42.213625,42.273625,the,0.06,
sw2102B-ms98-a-0013,B.8,42.273625,43.031375,character,0.75775,
sw2102A-ms98-a-0008,A.9,42.830625,43.351375,[silence],0.52075,4
sw2102B-ms98-a-0013,B.10,43.031375,43.3875,[silence],0.356125,4
sw2102A-ms98-a-0008,A.9,43.351375,43.786625,Uh-huh,0.43525,
sw2102B-ms98-a-0013,B.10,43.3875,43.48925,the,0.10175,
sw2102B-ms98-a-0013,B.10,43.48925,44.053625,characters,0.564375,
sw2102A-ms98-a-0008,A.11,43.786625,44.20625,[silence],0.419625,4
sw2102B-ms98-a-0013,B.10,44.053625,44.143625,And,0.09,
sw2102B-ms98-a-0013,B.10,44.143625,44.253625,then,0.11,
sw2102A-ms98-a-0009,A.11,44.20625,46.41275,[silence],2.2065,4
sw2102B-ms98-a-0013,B.10,44.253625,44.383625,I've,0.13,
sw2102B-ms98-a-0013,B.10,44.383625,44.673625,seen,0.29,
sw2102B-ms98-a-0013,B.10,44.673625,44.923625,some,0.25,
sw2102B-ms98-a-0013,B.10,44.923625,45.023625,of,0.1,
sw2102B-ms98-a-0013,B.10,45.023625,45.093625,the,0.07,
sw2102B-ms98-a-0013,B.10,45.093625,45.443625,STAR,0.35,
sw2102B-ms98-a-0013,B.10,45.443625,45.743625,TREK,0.3,
sw2102B-ms98-a-0013,B.10,45.743625,46.295,movies,0.551375,
sw2102B-ms98-a-0013,B.14,46.295,46.801125,[silence],0.506125,4
sw2102A-ms98-a-0010,A.11,46.41275,46.940375,[silence],0.527625,4
sw2102B-ms98-a-0014,B.14,46.801125,48.27275,[silence],1.471625,4
sw2102A-ms98-a-0010,A.11,46.940375,47.1495,Yeah,0.209125,
sw2102A-ms98-a-0010,A.11,47.1495,47.345625,those,0.196125,
sw2102A-ms98-a-0010,A.11,47.345625,47.451,[silence],0.105375,2
sw2102A-ms98-a-0010,A.11,47.451,47.51125,the,0.06025,
sw2102A-ms98-a-0010,A.11,47.51125,47.88075,movies,0.3695,
sw2102A-ms98-a-0010,A.11,47.88075,47.9485,are,0.06775,
sw2102A-ms98-a-0010,A.11,47.9485,48.21275,good,0.26425,
sw2102A-ms98-a-0010,A.11,48.21275,48.5405,too,0.32775,
sw2102B-ms98-a-0015,B.14,48.27275,48.441375,[silence],0.168625,2
sw2102B-ms98-a-0015,B.14,48.441375,49.505625,[vocalized-noise],1.06425,
sw2102A-ms98-a-0010,A.13,48.5405,49.117875,[silence],0.577375,2
sw2102A-ms98-a-0011,A.13,49.117875,49.715375,[silence],0.5975,4
sw2102B-ms98-a-0015,B.14,49.505625,49.557875,[silence],0.05225,2
sw2102B-ms98-a-0016,B.14,49.557875,55.199,[silence],5.641125,4
sw2102A-ms98-a-0011,A.13,49.715375,49.867875,And,0.1525,
sw2102A-ms98-a-0011,A.13,49.867875,50.0845,I,0.216625,
sw2102A-ms98-a-0011,A.13,50.0845,50.3255,[silence],0.241,1
sw2102A-ms98-a-0011,A.13,50.3255,50.50575,I,0.18025,
sw2102A-ms98-a-0011,A.13,50.50575,50.62625,guess,0.1205,
sw2102A-ms98-a-0011,A.13,50.62625,50.9125,all,0.28625,
sw2102A-ms98-a-0011,A.13,50.9125,50.976375,---,0.063875,
sw2102A-ms98-a-0011,A.13,50.976375,51.213625,most,0.23725,
sw2102A-ms98-a-0011,A.13,51.213625,51.213625,of,0,
sw2102A-ms98-a-0011,A.13,51.213625,51.377875,the,0.16425,
sw2102A-ms98-a-0011,A.13,51.377875,51.5115,shows,0.133625,
sw2102A-ms98-a-0011,A.13,51.5115,51.656875,I,0.145375,
sw2102A-ms98-a-0011,A.13,51.656875,51.87525,like,0.218375,
sw2102A-ms98-a-0011,A.13,51.87525,52.117875,are,0.242625,
sw2102A-ms98-a-0011,A.13,52.117875,52.267875,are,0.15,
sw2102A-ms98-a-0011,A.13,52.267875,52.487875,kind,0.22,
sw2102A-ms98-a-0011,A.13,52.487875,52.757875,of,0.27,
sw2102A-ms98-a-0011,A.13,52.757875,53.077875,along,0.32,
sw2102A-ms98-a-0011,A.13,53.077875,53.147875,the,0.07,
sw2102A-ms98-a-0011,A.13,53.147875,53.467875,same,0.32,
sw2102A-ms98-a-0011,A.13,53.467875,53.83975,line,0.371875,
sw2102A-ms98-a-0011,A.13,53.83975,53.9075,[silence],0.06775,2
sw2102A-ms98-a-0011,A.13,53.9075,54.117875,because,0.210375,
sw2102A-ms98-a-0011,A.13,54.117875,54.257875,they're,0.14,
sw2102A-ms98-a-0011,A.13,54.257875,54.43775,all,0.179875,
sw2102A-ms98-a-0011,A.13,54.43775,55.184,adventure,0.74625,
sw2102A-ms98-a-0011,A.15,55.184,55.3685,[silence],0.1845,4
sw2102B-ms98-a-0017,B.14,55.199,55.710625,[silence],0.511625,4
sw2102A-ms98-a-0011,A.15,55.3685,55.663375,[laughter],0.294875,
sw2102A-ms98-a-0011,A.15,55.663375,55.674125,[silence],0.01075,2
sw2102A-ms98-a-0012,A.15,55.674125,55.780125,[silence],0.106,4
sw2102B-ms98-a-0017,B.14,55.710625,56.035625,Uh-huh,0.325,
sw2102A-ms98-a-0012,A.15,55.780125,55.88325,When,0.103125,
sw2102A-ms98-a-0012,A.15,55.88325,55.9835,I,0.10025,
sw2102A-ms98-a-0012,A.15,55.9835,56.039625,[silence],0.056125,4
sw2102B-ms98-a-0017,B.16,56.035625,56.365,[silence],0.329375,4
sw2102A-ms98-a-0012,A.15,56.039625,56.1645,when,0.124875,
sw2102A-ms98-a-0012,A.15,56.1645,56.269625,I,0.105125,
sw2102A-ms98-a-0012,A.15,56.269625,56.554125,started,0.2845,
sw2102B-ms98-a-0018,B.16,56.365,64.224,[silence],7.859,4
sw2102A-ms98-a-0012,A.15,56.554125,56.864125,thinking,0.31,
sw2102A-ms98-a-0012,A.15,56.864125,57.144125,about,0.28,
sw2102A-ms98-a-0012,A.15,57.144125,57.314125,this,0.17,
sw2102A-ms98-a-0012,A.15,57.314125,57.574125,that,0.26,
sw2102A-ms98-a-0012,A.15,57.574125,57.774125,those,0.2,
sw2102A-ms98-a-0012,A.15,57.774125,57.854125,are,0.08,
sw2102A-ms98-a-0012,A.15,57.854125,57.994125,some,0.14,
sw2102A-ms98-a-0012,A.15,57.994125,58.094125,of,0.1,
sw2102A-ms98-a-0012,A.15,58.094125,58.204125,my,0.11,
sw2102A-ms98-a-0012,A.15,58.204125,58.614125,favorite,0.41,
sw2102A-ms98-a-0012,A.15,58.614125,58.884125,shows,0.27,
sw2102A-ms98-a-0012,A.15,58.884125,59.460125,MCGYVER,0.576,
sw2102A-ms98-a-0012,A.15,59.460125,59.879625,[silence],0.4195,2
sw2102A-ms98-a-0013,A.15,59.879625,60.27625,[silence],0.396625,2
sw2102A-ms98-a-0013,A.15,60.27625,60.459625,because,0.183375,
sw2102A-ms98-a-0013,A.15,60.459625,60.639,it's,0.179375,
sw2102A-ms98-a-0013,A.15,60.639,60.841375,[silence],0.202375,2
sw2102A-ms98-a-0013,A.15,60.841375,61.009625,it's,0.16825,
sw2102A-ms98-a-0013,A.15,61.009625,61.219625,only,0.21,
sw2102A-ms98-a-0013,A.15,61.219625,61.419625,one,0.2,
sw2102A-ms98-a-0013,A.15,61.419625,61.819625,person,0.4,
sw2102A-ms98-a-0013,A.15,61.819625,62.11025,there,0.290625,
sw2102A-ms98-a-0013,A.15,62.11025,62.415375,[silence],0.305125,2
sw2102A-ms98-a-0013,A.15,62.415375,62.599625,more,0.18425,
sw2102A-ms98-a-0013,A.15,62.599625,62.839625,than,0.24,
sw2102A-ms98-a-0013,A.15,62.839625,62.9685,uh,0.128875,
sw2102A-ms98-a-0013,A.15,62.9685,63.269875,[silence],0.301375,2
sw2102A-ms98-a-0013,A.15,63.269875,63.359625,you,0.08975,
sw2102A-ms98-a-0013,A.15,63.359625,63.429625,know,0.07,
sw2102A-ms98-a-0013,A.15,63.429625,63.735,instead,0.305375,
sw2102A-ms98-a-0013,A.15,63.735,63.814125,of,0.079125,
sw2102A-ms98-a-0013,A.15,63.814125,63.869625,a,0.0555,
sw2102A-ms98-a-0013,A.15,63.869625,64.4075,cast,0.537875,
sw2102B-ms98-a-0019,B.16,64.224,64.6695,[silence],0.4455,4
sw2102A-ms98-a-0013,A.17,64.4075,64.921875,[silence],0.514375,4
sw2102B-ms98-a-0019,B.16,64.6695,65.172,Uh-huh,0.5025,
sw2102A-ms98-a-0013,A.17,64.921875,65.069625,of,0.14775,
sw2102A-ms98-a-0013,A.17,65.069625,65.379625,people,0.31,
sw2102B-ms98-a-0019,B.18,65.172,65.666375,[silence],0.494375,4
sw2102A-ms98-a-0013,A.17,65.379625,65.489625,but,0.11,
sw2102A-ms98-a-0013,A.17,65.489625,65.658125,he's,0.1685,
sw2102A-ms98-a-0013,A.17,65.658125,66.0085,always,0.350375,
sw2102B-ms98-a-0020,B.18,65.666375,76.056375,[silence],10.39,4
sw2102A-ms98-a-0013,A.17,66.0085,66.389625,going,0.381125,
sw2102A-ms98-a-0013,A.17,66.389625,66.529625,out,0.14,
sw2102A-ms98-a-0013,A.17,66.529625,66.675875,and,0.14625,
sw2102A-ms98-a-0013,A.17,66.675875,67.1165,[silence],0.440625,2
sw2102A-ms98-a-0013,A.17,67.1165,67.607375,inventing,0.490875,
sw2102A-ms98-a-0013,A.17,67.607375,67.769625,new,0.16225,
sw2102A-ms98-a-0013,A.17,67.769625,68.179625,things,0.41,
sw2102A-ms98-a-0013,A.17,68.179625,68.289625,out,0.11,
sw2102A-ms98-a-0013,A.17,68.289625,68.349625,of,0.06,
sw2102A-ms98-a-0013,A.17,68.349625,68.969625,scrap,0.62,
sw2102A-ms98-a-0013,A.17,68.969625,69.169625,and,0.2,
sw2102A-ms98-a-0013,A.17,69.169625,69.720625,[silence],0.551,2
sw2102A-ms98-a-0013,A.17,69.720625,70.09725,grabbing,0.376625,
sw2102A-ms98-a-0013,A.17,70.09725,70.209625,what,0.112375,
sw2102A-ms98-a-0013,A.17,70.209625,70.279625,he,0.07,
sw2102A-ms98-a-0013,A.17,70.279625,70.599625,can,0.32,
sw2102A-ms98-a-0013,A.17,70.599625,70.78375,and,0.184125,
sw2102A-ms98-a-0013,A.17,70.78375,70.878,[silence],0.09425,2
sw2102A-ms98-a-0013,A.17,70.878,70.939625,you,0.061625,
sw2102A-ms98-a-0013,A.17,70.939625,71.109625,know,0.17,
sw2102A-ms98-a-0013,A.17,71.109625,71.529625,pieces,0.42,
sw2102A-ms98-a-0013,A.17,71.529625,71.669625,of,0.14,
sw2102A-ms98-a-0013,A.17,71.669625,71.999625,baling,0.33,
sw2102A-ms98-a-0013,A.17,71.999625,72.379625,wire,0.38,
sw2102A-ms98-a-0013,A.17,72.379625,72.553,and,0.173375,
sw2102A-ms98-a-0013,A.17,72.553,72.973,[silence],0.42,2
sw2102A-ms98-a-0014,A.17,72.973,73.362125,[silence],0.389125,2
sw2102A-ms98-a-0014,A.17,73.362125,73.460375,and,0.09825,
sw2102A-ms98-a-0014,A.17,73.460375,73.50575,a,0.045375,
sw2102A-ms98-a-0014,A.17,73.50575,73.663,few,0.15725,
sw2102A-ms98-a-0014,A.17,73.663,74.123,tires,0.46,
sw2102A-ms98-a-0014,A.17,74.123,74.233,and,0.11,
sw2102A-ms98-a-0014,A.17,74.233,74.363,all,0.13,
sw2102A-ms98-a-0014,A.17,74.363,74.433,of,0.07,
sw2102A-ms98-a-0014,A.17,74.433,74.463,a,0.03,
sw2102A-ms98-a-0014,A.17,74.463,74.643,sudden,0.18,
sw2102A-ms98-a-0014,A.17,74.643,74.773,he's,0.13,
sw2102A-ms98-a-0014,A.17,74.773,74.903,got,0.13,
sw2102A-ms98-a-0014,A.17,74.903,74.943,a,0.04,
sw2102A-ms98-a-0014,A.17,74.943,75.270125,hang,0.327125,
sw2102A-ms98-a-0014,A.17,75.270125,75.745125,glider,0.475,
sw2102A-ms98-a-0014,A.17,75.745125,75.910875,and,0.16575,
sw2102A-ms98-a-0014,A.19,75.910875,76.5245,[laughter],0.613625,
sw2102B-ms98-a-0021,B.18,76.056375,76.548375,[silence],0.492,4
sw2102A-ms98-a-0014,A.19,76.5245,77.0315,[silence],0.507,4
sw2102B-ms98-a-0021,B.18,76.548375,76.634625,I,0.08625,
sw2102B-ms98-a-0021,B.18,76.634625,76.819125,don't,0.1845,
sw2102B-ms98-a-0021,B.18,76.819125,76.996375,think,0.17725,
sw2102B-ms98-a-0021,B.18,76.996375,77.24325,I,0.246875,
sw2102A-ms98-a-0015,A.19,77.0315,78.1505,[silence],1.119,4
sw2102B-ms98-a-0021,B.18,77.24325,77.3525,[silence],0.10925,2
sw2102B-ms98-a-0021,B.18,77.3525,77.526375,I've,0.173875,
sw2102B-ms98-a-0021,B.18,77.526375,77.786375,even,0.26,
sw2102B-ms98-a-0021,B.18,77.786375,78.136375,heard,0.35,
sw2102B-ms98-a-0021,B.18,78.136375,78.264,of,0.127625,
sw2102A-ms98-a-0016,A.19,78.1505,78.527,[silence],0.3765,4
sw2102B-ms98-a-0021,B.18,78.264,78.471125,that,0.207125,
sw2102B-ms98-a-0021,B.18,78.471125,78.906375,show,0.43525,
sw2102A-ms98-a-0016,A.19,78.527,78.709375,You,0.182375,
sw2102A-ms98-a-0016,A.19,78.709375,78.959625,haven't,0.25025,
sw2102B-ms98-a-0021,B.20,78.906375,79.086375,It's,0.18,
sw2102A-ms98-a-0016,A.21,78.959625,79.626875,[silence],0.66725,4
sw2102B-ms98-a-0021,B.20,79.086375,79.406375,called,0.32,
sw2102B-ms98-a-0021,B.20,79.406375,80.133375,MCGYVER,0.727,
sw2102A-ms98-a-0017,A.21,79.626875,80.28625,[silence],0.659375,4
sw2102B-ms98-a-0021,B.22,80.133375,80.7285,[silence],0.595125,4
sw2102A-ms98-a-0017,A.21,80.28625,80.6175,Uh-huh,0.33125,
sw2102A-ms98-a-0017,A.23,80.6175,81.240375,[silence],0.622875,4
